unitid,pell_pct_of_cohort
174233,0.24308002013085053
174251,0.34782608695652173
174358,0.26713286713286716
174437,0.38073394495412843
174491,0.3439635535307517
174525,0.7
174747,0.27941176470588236
174783,0.39269662921348314
174792,0.2261640798226164
174817,0.26714801444043323
174844,0.17082785808147175
174862,0.4178082191780822
174899,0.3054298642533937
174914,0.16126760563380282
175005,0.40703517587939697
175078,0.36261261261261263
175227,0
175272,0.24443069306930693
175342,0.7889447236180904
175421,0.5691056910569106
175430,0.3090909090909091
175616,0.5015576323987538
175856,0.5777414075286416
175980,0.2669683257918552
176017,0.2183641975308642
176035,0.5450643776824035
176044,0.8211382113821138
176053,0.3406408094435076
176080,0.33555298204979733
176318,0.9234042553191489
176372,0.4894179894179894
176406,0.8116883116883117
176479,0.5240174672489083
176628,0.4306930693069307
176664,0.14772727272727273
176770,1
176789,0.5185185185185185
176910,0.6060606060606061
176947,0.3927272727272727
176965,0.4008541793776693
177038,0.6666666666666666
177065,0.5179640718562875
177083,0.2631578947368421
177117,0.42028985507246375
177144,0.45384615384615384
177214,0.25886524822695034
177339,0.46408839779005523
177418,0.3258426966292135
177542,0.3819444444444444
177551,0.8754716981132076
177746,0.35172413793103446
177940,0.7835820895522388
177968,0.3223684210526316
178059,0.24671916010498687
178208,0.48484848484848486
178244,0.42731277533039647
178341,0.5304449648711944
178369,0.5
178387,0.5274869109947644
178396,0.19468879668049793
178402,0.3627450980392157
178411,0.24147339699863574
178420,0.46680080482897385
178615,0.24601910828025478
178624,0.356929955290611
178679,0.45864661654135336
178697,0.627906976744186
178721,0.5251798561151079
178767,0.8333333333333334
178891,0.5454545454545454
179043,0.20440251572327045
179159,0.18618988902589395
179265,0.28191489361702127
179326,0.4562647754137116
179548,0.5767195767195767
179557,0.3680823680823681
179566,0.32509386733416773
179867,0.1148018648018648
179894,0.3640776699029126
179946,0.39748953974895396
179955,0.22448979591836735
179964,0.3105263157894737
180106,0.24289405684754523
180179,0.340153452685422
180258,0.34355828220858897
180416,0.2202797202797203
180461,0.22488995598239295
180489,0.3266563944530046
180522,0.5
180595,0.3305439330543933
180647,0.6888888888888889
180692,0.435
180814,0.49056603773584906
180832,0.16
180878,0.3023255813953488
180948,0.41646489104116224
180984,0.31412103746397696
181002,0.1585014409221902
181020,0.296969696969697
181127,0.3890784982935154
181215,0.34159061277705344
181297,0.22727272727272727
181330,0.39805825242718446
181394,0.347682119205298
181446,0.2984054669703872
181464,0.26411879259980525
181534,0.4838709677419355
181543,0
181604,0.35135135135135137
181738,0.39215686274509803
181783,0.41904761904761906
181853,0.5925925925925926
182281,0.4121510673234811
182290,0.28048459309981566
182306,0.10204081632653061
182634,0.3208955223880597
182670,0.1467146714671467
182795,0.33962264150943394
182980,0.452991452991453
183026,0.5294117647058824
183044,0.22721437740693196
183062,0.2672508214676889
183071,0.3333333333333333
183080,0.31943410275502604
183211,0.39664804469273746
183239,0.125
183257,0.696969696969697
183275,0.2
183789,0.7272727272727273
183822,0.794392523364486
183910,0.49096385542168675
183974,0.4444444444444444
184348,0.35674157303370785
184603,0.4902439024390244
184612,0.625
184694,0.3453757225433526
184773,0.4697986577181208
184782,0.3037003610108303
184959,1
185129,0.7636594663278272
185262,0.4906040268456376
185572,0.3200354609929078
185590,0.4617371649983855
185828,0.33776867963152507
186131,0.16869300911854104
186186,0.07317073170731707
186201,0.238403451995685
186283,0.32984901277584205
186371,0.48578199052132703
186380,0.278734732226746
186399,0.5264483627204031
186432,0.6578483245149912
186584,0.2656695156695157
186618,0.8415841584158416
186867,0.16666666666666666
186876,0.34995625546806647
186900,0.4117647058823529
187134,0.15299793246037216
187444,0.5081332300542215
187596,0.7647058823529411
187648,0.5059021922428331
187745,0.625
187897,0.6006711409395973
187967,0.30930930930930933
187985,0.39957330082291986
